6,307000
807,223500
955,145000
1040,155000
701,140000
303,149900
1264,181000
216,210000
1157,230000
350,318061
1350,200000
1086,83500
202,112000
1192,125000
527,446261
310,165600
916,35311
1437,394617
8,129900
241,110500
983,255900
623,168500
1267,378500
1393,163000
494,91300
774,395000
997,185000
731,187500
864,250580
275,205000
1431,143750
638,85000
1037,287000
643,152000
664,423000
700,312500
62,202500
1386,250000
639,264561
315,188500
920,201000
1279,68400
493,155000
1121,212900
1080,145000
442,162900
745,299800
558,175000
154,125000
620,67000
1085,147000
1062,90000
970,135000
188,153337
189,286000
495,34900
978,110000
242,79000
1294,115000
1205,271900
1330,227000
1388,377500
351,190000
41,170000
968,37900
616,183200
99,128950
496,430000
793,225000
631,209500
1172,171900
1167,173000
529,200624
208,277000
83,126500
1174,239000
250,76500
895,140000
76,135750
228,125000
480,326000
577,164500
1048,115000
536,188000
1130,135000
1339,128500
870,109500
892,154500
1446,157900
746,236000
439,110000
419,142000
713,129000
1127,259000
1447,240000
323,126175
1424,144000
1309,179200
719,128500
602,220000
1008,240000
899,135000
654,350000
200,140000
349,437154
1250,244000
823,139500
1445,129000
902,180000
1213,145000
1089,197000
1115,318000
937,253000
1387,136000
764,270000
355,177500
547,129500
1293,162900
452,204000
1292,107500
211,186000
180,177000
1166,245350
395,129000
244,205000
771,102000
274,124500
205,180500
1428,119000
286,159000
392,106500
1281,180000
220,204900
1261,128900
428,195400
34,277500
85,260000
234,216500
156,109500
331,139000
828,185000
707,254000
622,135000
314,178000
400,245500
363,118000
1304,130000
1021,194000
1376,91000
913,145000
509,124500
67,226000
1299,154000
1361,260000
596,114504
471,190000
692,335000
393,100000
1327,130500
859,250000
347,157500
1384,105000
329,78000
134,180000
855,127000
9,118000
1271,185750
10,129500
1185,104900
1419,223000
872,116000
663,137500
284,179200
1257,99900
370,172400
575,118500
986,117000
125,84500
407,177000
1138,196000
1238,142500
553,108000
541,248000
139,231500
260,176000
165,127500
226,290000
1149,143000
191,184000
306,225000
612,261500
1117,130000
1370,105000
482,155000
1177,115000
868,169000
1457,266500
320,342643
1163,108959
1315,206900
17,90000
593,140000
430,85400
1422,136500
993,173900
1287,190000
995,121600
1014,119200
207,141000
237,194500
1349,122000
345,140200
1405,275000
763,337000
340,202900
1024,287000
457,256000
175,243000
549,263000
300,157000
459,110000
683,285000
614,75500
1256,301500
1201,197900
1450,136000
1168,235000
1098,128000
660,197900
463,188700
661,402000
326,324000
1242,170000
703,140000
1385,125500
1209,290000
59,124900
13,279500
1451,287090
1320,156500
940,150900
1153,120500
1396,160000
977,199900
991,168000
322,301000
748,260400
441,118000
1413,257000
697,123500
554,284000
256,207500
560,121500
669,137500
675,148500
1063,110500
72,185000
257,220000
941,214000
2,223500
1135,102000
647,155000
367,165000
1100,60000
834,139950
479,89471
1389,131000
813,157900
585,369900
117,155000
904,125500
5,143000
1354,235000
927,176000
1125,115000
909,174000
1064,154000
445,127500
136,143000
11,345000
1028,105000
332,284000
604,221000
568,316600
858,152000
698,138500
1398,138000
54,130000
826,109500
233,128200
84,168500
641,226000
1128,215000
64,219500
1189,189000
187,135000
767,160000
151,372402
1122,112000
1453,84500
388,191000
137,171000
172,239000
530,175000
777,142500
455,175500
1142,424870
594,110000
979,139000
845,171000
374,219500
1402,193879
705,55000
160,162500
50,177000
1123,118000
1035,84000
670,173500
32,179900
238,318000
354,140000
164,152000
486,156000
757,158900
936,184900
1186,95000
295,142500
959,155000
474,251000
1420,179900
472,148000
1180,250000
1152,230000
709,109900
863,132500
97,94750
576,145000
890,122900
938,239799
550,140000
308,82500
789,187500
778,144000
672,165000
877,350000
433,181000
582,118500
1423,274970
1038,97000
1273,177000
1143,80000
1023,191000
725,120500
567,214000
619,305000
1156,179900
492,172785
385,192000
281,185000
1194,158000
483,164000
282,207500
437,119000
1118,140000
548,125000
799,175000
1297,140000
768,216837
1047,145000
893,165000
673,257500
1390,235000
686,227875
1225,145000
1397,137500
121,100000
1158,235128
699,196000
791,146800
16,149000
1441,149300
801,109900
1301,177500
987,395192
860,189950
293,235000
846,213000
1004,181000
106,100000
726,222000
23,129900
710,52000
69,225000
951,119900
425,135000
1207,200000
1282,150500
103,198900
555,113000
1243,465000
1082,192000
1065,328000
1366,193000
74,107400
507,208300
1316,295493
218,311500
1421,127500
1395,281213
265,175500
881,187500
1012,165000
434,81000
110,136900
510,164900
40,160000
1005,149900
276,201000
339,155000
1449,92000
906,255000
185,475000
1058,335000
744,180000
1290,180500
1112,129900
948,192500
61,101000
867,129000
578,146000
797,110000
655,88000
1284,169000
387,125000
127,87000
1310,335000
251,235000
1254,165400
962,155000
307,89500
193,130000
646,98300
502,140000
33,165500
1091,160000
800,200000
866,248900
57,196500
1007,88000
358,130000
45,319900
1159,185000
1379,167500
827,189000
68,80000
318,260000
291,135900
46,239686
277,141000
1341,155000
297,239000
224,386250
1251,171750
1055,180000
1051,200141
364,190000
427,109008
366,159000
0,208500
773,114500
842,174900
1027,293077
66,180000
1200,116050
31,149350
851,215000
1119,133700
28,207500
294,167000
1199,148000
113,217000
245,241500
415,181134
769,538000
161,412500
678,372500
411,145000
1140,139000
38,109000
1079,126000
1352,134900
1,181500
247,140000
1335,167900
665,230500
1382,157000
1087,252000
1331,132500
92,163500
381,187750
114,259500
1060,213500
254,145000
429,175000
588,143000
178,501837
1078,155900
389,426000
132,150750
1045,139600
1364,144152
570,142600
289,153575
246,137000
888,268000
775,162000
552,255500
89,123600
192,192000
996,136500
1435,174000
1198,178000
436,116000
1406,133000
651,108000
1116,184100
146,105000
118,320000
950,129000
1399,137450
533,39300
862,152000
802,189000
969,140000
1329,176500
942,150000
897,142953
26,134800
676,87000
14,157000
500,113000
887,135500
82,245000
353,105900
1224,184000
1371,165500
1165,233170
600,275000
875,303477
273,139000
912,88000
684,221000
1090,92900
466,167000
1412,90000
1272,137000
662,110000
447,199900
371,134432
557,108000
854,170000
1030,160000
271,241500
605,205000
449,120000
1244,230000
214,161750
344,85000
838,144000
1268,381000
147,222500
1308,147000
1102,135000
723,135000
412,222000
688,392000
1302,290000
783,165500
342,87500
947,270000
747,265979
173,163000
1009,102000
1016,203000
738,179000
305,305900
543,133000
1041,173000
1015,227000
18,159000
285,164700
221,200000
1020,176000
22,230000
1154,201800
116,139000
984,126000
406,115000
361,145000
95,185000
1196,219210
261,276000
1197,144000
1171,163000
608,359100
179,100000
102,118964
574,139000
716,159500
1013,85000
563,185000
184,127000
467,146500
380,127000
903,240000
603,151000
71,129500
1230,190000
396,123000
874,66500
1054,255000
923,193000
346,151500
1092,136500
1318,275000
29,68500
1208,140000
796,143500
39,82000
504,147000
157,269500
932,320000
658,97500
733,131400
635,200000
1286,143000
1097,170000
1375,239000
394,109000
52,110000
988,195000
1162,129000
359,280000
1032,310000
402,108000
989,197000
421,215000
448,119500
677,109500
822,225000
963,239000
835,128000
1211,164000
939,244400
1178,154900
334,192000
873,133000
805,227680
7,200000
517,265000
197,235000
296,152000
1070,135000
1296,155000
122,136000
378,394432
1276,162000
1216,112000
162,220000
124,181000
551,112500
4,250000
915,75000
958,185000
1245,178000
611,148000
287,88000
956,124000
1452,145000
1103,159500
908,131000
506,215000
356,173000
352,95000
844,153900
836,153500
946,143000
667,193500
886,145000
1219,91500
333,207000
153,235000
787,233000
501,226700
721,143000
373,123000
590,185900
312,119900
42,144000
1132,117500
645,143250
1241,248328
971,173000
1275,137000
522,159000
1183,120000
762,215200
1265,183900
1094,129000
704,213000
1344,155835
1383,112000
944,137500
168,183500
360,156000
1018,160000
1440,191000
743,175000
272,290000
519,234000
814,116000
818,155000
734,108000
1368,144000
1444,179600
1147,174500
1442,310000
128,155000
998,91000
1295,138500
544,179665
379,179000
203,149000
343,266000
1248,129500
1353,410000
518,211000
488,160000
1433,186500
917,135000
232,94500
794,194500
1365,216000
514,96500
1443,121000
511,202665
112,383970
1394,246578
217,107000
499,120000
1427,140000
934,242000
225,112000
1042,196000
1247,169900
1348,215000
397,169500
540,315000
328,214500
795,171000
848,240000
1404,105000
93,133900
213,156000
770,134900
337,214000
212,252678
618,314813
1139,144000
1136,119000
36,145000
105,250000
362,198500
850,131500
756,212000
758,179400
365,147000
856,147000
1226,214000
1456,210000
565,128000
249,277000
476,208900
781,175900
454,188000
1317,208900
1107,274725
230,148000
652,191000
70,244000
610,313000
1400,120000
1357,149900
1415,175900
410,60000
1343,177000
1151,149900
338,202500
1025,112500
43,130250
539,272000
601,141000
965,178900
1307,138000
171,215000
417,239000
837,100000
1218,80500
806,135500
882,178000
1359,315000
637,93000
423,315000
727,194500
967,135000
376,148000
524,315750
438,90350
1259,151000
150,122000
1459,147500
1322,190000
981,336000
954,127500
1313,333168
143,204000
717,157000
526,132000
583,325000
975,165000
566,325000
1155,218000
174,184000
1234,130000
123,153900
138,230000
879,136500
1075,219500
732,222500
624,165150
784,128000
182,120000
617,105500
690,141000
1280,227000
240,262500
458,161000
681,159434
465,178740
1187,262000
1191,174000
145,130000
206,143900
1212,113000
1266,122000
324,242000
657,149000
1332,100000
714,130500
1346,262500
1381,237500
79,110000
1328,256000
687,148800
166,190000
229,192500
1409,215000
1291,119500
740,132000
100,205000
290,233230
444,210000
878,148000
1077,138800
739,190000
391,215000
86,174000
1458,142125
666,129000
1311,203000
475,132500
44,141000
788,107900
1002,232000
1137,94000
24,154000
1235,138887
832,237000
1193,165000
591,451950
1436,120500
973,182000
1056,185850
109,190000
1160,146000
222,179900
1052,165000
722,124500
55,180500
1438,149700
253,158000
1072,91500
642,345000
545,229000
477,380000
949,197500
843,141000
63,140000
413,115000
384,240000
974,167500
884,100000
451,280000
1258,190000
656,145500
369,162000
689,194700
219,167240
1363,156932
21,139400
760,127500
869,236000
420,206300
199,274900
450,110000
1161,224000
1019,213490
911,143500
696,89000
811,144500
1236,175500
1430,192140
910,154300
1049,84900
505,124500
1319,111000
1255,127500
405,150000
317,270000
183,200000
1120,118400
1351,171000
609,118500
626,139900
485,147000
278,415298
630,124000
20,325300
170,128500
901,153000
1039,80000
176,211000
327,145250
706,302000
1222,143000
470,212000
1342,228500
266,185000
615,137500
130,226000
865,148500
1403,282922
1347,283463
489,86000
606,152000
1217,229456
1164,194000
416,149500
152,190000
889,149500
849,187000
279,192000
1034,119750
269,148000
96,214000
210,98000
569,135960
